# BUSCO version is: 3.0.2 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2017-12-01, number of species: 10, number of BUSCOs: 2168)
# To reproduce this run: python /home/pierrelee/miniconda3/envs/hs2_transcriptome_env/bin/run_busco -i final_genes_busco/final_used_genes.fasta -o final_genes_busco -l ../databases/busco-prerelease_chlorophyta_odb10/ -m transcriptome -c 16 --long -e 1e-10
#
# Busco id	Status	Sequence	Score	Length
100	Missing
10001	Missing
10012	Missing
1002	Duplicated	TRINITY_DN3119_c0_g1_i2	795.9	414
1002	Duplicated	TRINITY_DN3119_c0_g1_i4	774.8	392
10021	Missing
10032	Missing
10035	Duplicated	TRINITY_DN106_c0_g2_i13	112.7	65
10035	Duplicated	TRINITY_DN106_c0_g2_i5	112.7	65
10035	Duplicated	TRINITY_DN106_c0_g2_i7	112.3	65
10036	Missing
10046	Missing
1006	Duplicated	TRINITY_DN532_c0_g3_i4	771.7	436
1006	Duplicated	TRINITY_DN532_c0_g3_i6	771.7	436
1006	Duplicated	TRINITY_DN532_c0_g3_i6	771.8	436
1006	Duplicated	TRINITY_DN532_c0_g3_i9	771.3	436
1006	Duplicated	TRINITY_DN532_c0_g3_i9	771.3	436
10064	Missing
10079	Complete	TRINITY_DN332_c0_g1_i5	103.0	386
10081	Duplicated	TRINITY_DN773_c0_g1_i11	140.5	59
10081	Duplicated	TRINITY_DN773_c0_g1_i12	141.1	59
10081	Duplicated	TRINITY_DN773_c0_g1_i6	140.7	59
10082	Duplicated	TRINITY_DN557_c0_g1_i10	144.3	67
10082	Duplicated	TRINITY_DN557_c0_g1_i2	143.7	67
10082	Duplicated	TRINITY_DN557_c0_g1_i8	143.9	67
10087	Missing
1009	Missing
10099	Missing
10128	Missing
10133	Missing
10138	Missing
10155	Missing
1016	Missing
10163	Duplicated	TRINITY_DN290_c2_g1_i15	167.4	226
10163	Duplicated	TRINITY_DN290_c2_g1_i2	167.4	226
10163	Duplicated	TRINITY_DN290_c2_g1_i5	167.5	226
10195	Missing
1020	Missing
1024	Duplicated	TRINITY_DN871_c0_g3_i10	918.9	435
1024	Duplicated	TRINITY_DN871_c0_g3_i3	919.0	435
1024	Duplicated	TRINITY_DN871_c0_g3_i4	918.9	435
10246	Missing
10252	Duplicated	TRINITY_DN1882_c0_g1_i1	149.1	78
10252	Duplicated	TRINITY_DN1882_c0_g1_i2	131.8	79
10252	Duplicated	TRINITY_DN1882_c0_g1_i6	132.4	79
1026	Missing
1027	Missing
10282	Missing
1029	Duplicated	TRINITY_DN4290_c2_g1_i1	931.3	474
1029	Duplicated	TRINITY_DN4290_c2_g1_i3	931.4	474
10295	Duplicated	TRINITY_DN582_c2_g1_i1	127.0	98
10295	Duplicated	TRINITY_DN582_c2_g1_i3	123.7	85
103	Missing
1030	Duplicated	TRINITY_DN211_c0_g2_i16	626.6	470
1030	Duplicated	TRINITY_DN211_c0_g2_i4	626.7	470
1030	Duplicated	TRINITY_DN211_c0_g2_i9	626.8	470
10310	Missing
10325	Missing
10360	Complete	TRINITY_DN2007_c1_g1_i1	122.4	92
10399	Missing
10413	Complete	TRINITY_DN1857_c0_g1_i5	170.3	147
1046	Missing
10475	Missing
1048	Duplicated	TRINITY_DN71_c3_g1_i1	791.0	530
1048	Duplicated	TRINITY_DN71_c3_g1_i2	784.7	446
10487	Duplicated	TRINITY_DN4146_c0_g1_i11	116.8	97
10487	Duplicated	TRINITY_DN4146_c0_g1_i5	115.9	97
10499	Duplicated	TRINITY_DN1260_c0_g2_i1	69.1	58
10499	Duplicated	TRINITY_DN1260_c0_g2_i2	68.6	58
10499	Duplicated	TRINITY_DN1260_c0_g2_i3	68.6	58
10506	Missing
10513	Duplicated	TRINITY_DN1189_c0_g1_i11	101.4	497
10513	Duplicated	TRINITY_DN1189_c0_g1_i2	103.6	494
10513	Duplicated	TRINITY_DN1189_c0_g1_i5	101.6	510
1053	Duplicated	TRINITY_DN1205_c0_g1_i10	858.2	474
1053	Duplicated	TRINITY_DN1205_c0_g1_i11	858.1	474
1053	Duplicated	TRINITY_DN1205_c0_g1_i13	858.1	474
1054	Missing
10541	Missing
1056	Missing
1057	Duplicated	TRINITY_DN274_c0_g1_i12	346.9	502
1057	Duplicated	TRINITY_DN274_c0_g1_i18	347.3	501
1057	Duplicated	TRINITY_DN274_c0_g1_i3	307.2	468
1060	Missing
10603	Missing
1062	Missing
10636	Missing
10659	Missing
1070	Missing
10704	Missing
1078	Duplicated	TRINITY_DN390_c0_g1_i2	558.8	418
1078	Duplicated	TRINITY_DN390_c0_g1_i5	533.0	418
1078	Duplicated	TRINITY_DN390_c0_g1_i6	557.4	418
1079	Missing
1080	Duplicated	TRINITY_DN360_c0_g2_i2	390.3	401
1080	Duplicated	TRINITY_DN6891_c0_g1_i2	352.4	350
1083	Duplicated	TRINITY_DN453_c0_g1_i5	921.4	476
1083	Duplicated	TRINITY_DN453_c0_g1_i6	922.4	476
1084	Missing
1104	Duplicated	TRINITY_DN4431_c0_g1_i1	680.9	393
1104	Duplicated	TRINITY_DN4431_c0_g1_i2	608.1	362
1106	Missing
1113	Missing
1117	Complete	TRINITY_DN1973_c0_g1_i10	543.1	519
1120	Duplicated	TRINITY_DN296_c0_g2_i12	744.7	403
1120	Duplicated	TRINITY_DN296_c0_g2_i2	742.7	403
1120	Duplicated	TRINITY_DN296_c0_g2_i7	742.7	403
1122	Missing
1125	Duplicated	TRINITY_DN278_c0_g2_i1	854.8	466
1125	Duplicated	TRINITY_DN278_c0_g2_i6	855.2	466
1136	Missing
1138	Duplicated	TRINITY_DN788_c0_g2_i18	732.2	394
1138	Duplicated	TRINITY_DN788_c0_g4_i1	732.1	394
1138	Duplicated	TRINITY_DN788_c0_g4_i5	732.2	394
114	Missing
1143	Duplicated	TRINITY_DN286_c0_g1_i4	630.9	598
1143	Duplicated	TRINITY_DN286_c0_g1_i61	630.8	598
1143	Duplicated	TRINITY_DN286_c0_g1_i7	631.5	598
1145	Fragmented	TRINITY_DN35_c0_g1_i16	578.5	335
1146	Missing
1153	Complete	TRINITY_DN996_c0_g3_i9	578.1	436
1158	Missing
1159	Duplicated	TRINITY_DN485_c0_g1_i16	659.1	462
1159	Duplicated	TRINITY_DN485_c0_g1_i22	659.1	462
1159	Duplicated	TRINITY_DN485_c0_g1_i6	658.7	462
1160	Missing
1165	Missing
1168	Missing
1171	Missing
1172	Duplicated	TRINITY_DN2370_c0_g1_i4	633.3	430
1172	Duplicated	TRINITY_DN2370_c0_g1_i9	633.8	430
1174	Complete	TRINITY_DN5923_c0_g1_i3	671.6	482
1178	Duplicated	TRINITY_DN3894_c0_g1_i4	647.6	465
1178	Duplicated	TRINITY_DN3894_c0_g1_i5	608.8	458
1178	Duplicated	TRINITY_DN3894_c0_g1_i9	584.1	430
1182	Duplicated	TRINITY_DN957_c0_g2_i2	925.7	493
1182	Duplicated	TRINITY_DN957_c0_g2_i3	925.4	493
1182	Duplicated	TRINITY_DN957_c0_g2_i4	925.4	493
1186	Duplicated	TRINITY_DN1632_c0_g1_i11	899.5	418
1186	Duplicated	TRINITY_DN1632_c0_g1_i12	899.3	418
1186	Duplicated	TRINITY_DN1632_c0_g1_i9	899.4	418
1195	Missing
1197	Missing
1198	Complete	TRINITY_DN176_c0_g4_i1	593.5	400
1199	Missing
120	Complete	TRINITY_DN580_c7_g1_i1	1696.9	909
1205	Missing
1206	Complete	TRINITY_DN970_c0_g1_i2	408.0	414
1207	Missing
1208	Missing
1209	Complete	TRINITY_DN2578_c0_g1_i4	650.4	426
1214	Missing
1218	Duplicated	TRINITY_DN1614_c0_g2_i4	705.4	411
1218	Duplicated	TRINITY_DN1614_c0_g2_i8	705.6	411
1219	Fragmented	TRINITY_DN9733_c0_g1_i2	650.8	380
1220	Duplicated	TRINITY_DN718_c1_g1_i2	197.7	406
1220	Duplicated	TRINITY_DN718_c1_g1_i9	197.6	406
1223	Missing
1225	Fragmented	TRINITY_DN3448_c0_g2_i3	443.4	355
1226	Duplicated	TRINITY_DN1242_c0_g2_i2	673.1	487
1226	Duplicated	TRINITY_DN1242_c0_g2_i3	673.6	487
1228	Missing
1229	Duplicated	TRINITY_DN2446_c0_g1_i1	614.8	373
1229	Duplicated	TRINITY_DN2446_c0_g1_i10	615.0	373
1229	Duplicated	TRINITY_DN2446_c0_g1_i17	615.2	373
1230	Duplicated	TRINITY_DN431_c0_g2_i2	715.7	426
1230	Duplicated	TRINITY_DN431_c0_g2_i3	715.8	426
1230	Duplicated	TRINITY_DN431_c0_g2_i6	715.6	426
1232	Duplicated	TRINITY_DN170_c1_g1_i3	777.2	623
1232	Duplicated	TRINITY_DN170_c1_g1_i5	801.8	621
1232	Duplicated	TRINITY_DN170_c1_g1_i7	802.1	621
1234	Missing
1235	Duplicated	TRINITY_DN98_c0_g1_i23	903.9	434
1235	Duplicated	TRINITY_DN98_c0_g1_i4	903.9	434
1235	Duplicated	TRINITY_DN98_c0_g1_i6	904.0	434
124	Missing
1241	Missing
1242	Missing
1243	Missing
1245	Duplicated	TRINITY_DN1507_c1_g1_i2	591.3	513
1245	Duplicated	TRINITY_DN1507_c1_g1_i25	601.2	468
1245	Duplicated	TRINITY_DN1507_c1_g1_i4	601.3	468
1247	Duplicated	TRINITY_DN65_c0_g1_i11	689.8	419
1247	Duplicated	TRINITY_DN65_c0_g1_i2	689.9	419
1247	Duplicated	TRINITY_DN65_c0_g1_i5	689.8	419
1248	Missing
1255	Missing
1258	Missing
1259	Duplicated	TRINITY_DN973_c2_g1_i1	520.4	460
1259	Duplicated	TRINITY_DN973_c2_g1_i3	520.8	460
1265	Duplicated	TRINITY_DN1617_c1_g1_i10	968.2	542
1265	Duplicated	TRINITY_DN1617_c1_g1_i4	968.0	542
1265	Duplicated	TRINITY_DN1617_c1_g1_i5	967.9	542
1266	Missing
1267	Missing
1268	Missing
1271	Missing
1272	Duplicated	TRINITY_DN3668_c0_g1_i1	626.0	453
1272	Duplicated	TRINITY_DN3668_c0_g1_i3	550.3	402
1272	Duplicated	TRINITY_DN3668_c0_g1_i6	625.9	454
1275	Missing
128	Fragmented	TRINITY_DN2059_c0_g2_i10	1955.6	901
1280	Missing
1283	Complete	TRINITY_DN2776_c0_g1_i3	833.5	457
1293	Missing
1299	Duplicated	TRINITY_DN826_c0_g1_i2	629.6	371
1299	Duplicated	TRINITY_DN826_c0_g1_i3	712.4	531
1301	Duplicated	TRINITY_DN312_c0_g1_i2	966.4	616
1301	Duplicated	TRINITY_DN312_c0_g1_i3	966.5	616
1301	Duplicated	TRINITY_DN312_c0_g1_i8	966.4	616
1302	Duplicated	TRINITY_DN46_c0_g2_i2	904.9	442
1302	Duplicated	TRINITY_DN46_c0_g2_i3	904.8	442
1302	Duplicated	TRINITY_DN46_c0_g2_i4	905.0	442
1309	Duplicated	TRINITY_DN6004_c0_g1_i11	580.9	351
1309	Duplicated	TRINITY_DN6004_c0_g1_i12	581.0	351
1309	Duplicated	TRINITY_DN6004_c0_g1_i4	580.4	351
131	Missing
1310	Missing
1311	Missing
1312	Missing
1316	Duplicated	TRINITY_DN1647_c0_g1_i10	708.0	498
1316	Duplicated	TRINITY_DN1647_c0_g1_i33	707.8	498
1316	Duplicated	TRINITY_DN1647_c0_g1_i39	708.0	498
1317	Missing
132	Complete	TRINITY_DN453_c0_g1_i15	607.8	375
1321	Missing
1324	Complete	TRINITY_DN2663_c0_g1_i9	722.9	368
1331	Duplicated	TRINITY_DN170_c1_g1_i10	736.8	378
1331	Duplicated	TRINITY_DN170_c1_g1_i2	736.7	378
1331	Duplicated	TRINITY_DN170_c1_g1_i3	737.0	378
1332	Missing
1334	Complete	TRINITY_DN3000_c0_g1_i2	758.9	380
1336	Missing
1341	Duplicated	TRINITY_DN2065_c0_g1_i10	621.1	594
1341	Duplicated	TRINITY_DN2065_c0_g1_i12	621.1	586
1341	Duplicated	TRINITY_DN2065_c0_g1_i7	621.2	586
1350	Duplicated	TRINITY_DN3428_c0_g1_i1	712.6	353
1350	Duplicated	TRINITY_DN3428_c0_g1_i2	712.9	353
1351	Missing
1355	Duplicated	TRINITY_DN1941_c0_g1_i2	929.1	471
1355	Duplicated	TRINITY_DN1941_c0_g1_i20	929.1	471
136	Missing
1361	Duplicated	TRINITY_DN122_c2_g1_i1	648.8	382
1361	Duplicated	TRINITY_DN122_c2_g1_i2	648.9	382
1365	Missing
1366	Missing
1367	Missing
1370	Complete	TRINITY_DN1430_c0_g2_i1	711.6	414
1373	Missing
1376	Missing
138	Duplicated	TRINITY_DN3311_c0_g1_i1	1638.6	874
138	Duplicated	TRINITY_DN3311_c0_g1_i3	1599.5	849
138	Duplicated	TRINITY_DN3311_c0_g1_i5	1627.0	867
1382	Duplicated	TRINITY_DN1395_c0_g1_i1	523.4	403
1382	Duplicated	TRINITY_DN1395_c0_g1_i3	523.5	403
1382	Duplicated	TRINITY_DN1395_c0_g1_i5	523.9	403
1383	Missing
1384	Missing
1386	Complete	TRINITY_DN13_c4_g1_i1	733.7	383
1388	Fragmented	TRINITY_DN3736_c0_g1_i13	502.1	262
139	Complete	TRINITY_DN312_c1_g1_i1	1559.9	919
1391	Missing
1392	Missing
140	Duplicated	TRINITY_DN659_c0_g1_i12	1716.4	954
140	Duplicated	TRINITY_DN659_c0_g1_i13	1716.4	954
140	Duplicated	TRINITY_DN659_c0_g1_i28	1716.5	954
1400	Missing
1401	Fragmented	TRINITY_DN262_c0_g1_i18	241.3	133
1402	Missing
1406	Missing
1410	Duplicated	TRINITY_DN1503_c0_g2_i4	770.9	417
1410	Duplicated	TRINITY_DN1503_c0_g2_i5	770.8	417
1410	Duplicated	TRINITY_DN1503_c0_g2_i7	772.9	417
1413	Missing
1417	Duplicated	TRINITY_DN263_c0_g1_i21	693.9	544
1417	Duplicated	TRINITY_DN263_c0_g1_i27	694.0	544
1417	Duplicated	TRINITY_DN263_c0_g1_i28	694.0	544
142	Complete	TRINITY_DN3399_c0_g1_i2	1531.9	853
1420	Duplicated	TRINITY_DN2764_c0_g1_i2	823.8	484
1420	Duplicated	TRINITY_DN2764_c0_g1_i3	823.8	484
1420	Duplicated	TRINITY_DN2764_c0_g1_i6	823.9	484
1421	Missing
1422	Duplicated	TRINITY_DN2737_c0_g2_i1	658.5	401
1422	Duplicated	TRINITY_DN2737_c0_g2_i2	659.1	390
1422	Duplicated	TRINITY_DN2737_c0_g2_i4	658.4	401
1427	Missing
1428	Duplicated	TRINITY_DN2585_c2_g2_i2	741.1	418
1428	Duplicated	TRINITY_DN2585_c2_g2_i4	741.1	418
1428	Duplicated	TRINITY_DN2585_c2_g2_i5	742.8	418
143	Missing
1430	Duplicated	TRINITY_DN725_c0_g1_i30	468.8	385
1430	Duplicated	TRINITY_DN725_c0_g1_i46	468.8	385
1430	Duplicated	TRINITY_DN725_c0_g1_i57	468.8	385
1434	Fragmented	TRINITY_DN3176_c0_g3_i12	582.5	325
